unique_id,address,tree_number,centroid_lat,centroid_lon,spread_meters,sample_count,confidence
 Byängsgränd | Träd 1, Byängsgränd,Träd 1,59.28730307083333,18.055092990277778,31.338750067879275,6,LOW
 Byängsgränd | Träd 10, Byängsgränd,Träd 10,59.28781309861111,18.05379001388889,17.79245880303338,6,MEDIUM
 Byängsgränd | Träd 11, Byängsgränd,Träd 11,59.287906630555554,18.053579362500003,22.714008712788008,6,LOW
 Byängsgränd | Träd 12, Byängsgränd,Träd 12,59.2879467625,18.0535120625,24.086601066007276,6,LOW
 Byängsgränd | Träd 13, Byängsgränd,Träd 13,59.288006348611106,18.05341061805556,6.430662550131788,6,HIGH
 Byängsgränd | Träd 14, Byängsgränd,Träd 14,59.28801262499999,18.053372648611113,21.30414985273969,6,LOW
 Byängsgränd | Träd 2, Byängsgränd,Träd 2,59.28733680277777,18.055028669444447,14.157693131477519,6,MEDIUM
 Byängsgränd | Träd 3, Byängsgränd,Träd 3,59.28733581805555,18.054951638888888,8.033439734246778,6,HIGH
 Byängsgränd | Träd 4, Byängsgränd,Träd 4,59.287330893055554,18.054905023611113,8.786830758457123,6,HIGH
 Byängsgränd | Träd 5, Byängsgränd,Träd 5,59.287394569444444,18.054731498611112,7.022503858762123,6,HIGH
 Byängsgränd | Träd 6, Byängsgränd,Träd 6,59.28751777916666,18.054442231944446,14.97814290361285,6,MEDIUM
 Byängsgränd | Träd 7, Byängsgränd,Träd 7,59.28760836111111,18.054259847222223,11.641679590320713,6,MEDIUM
 Byängsgränd | Träd 8, Byängsgränd,Träd 8,59.287677155555556,18.05410543611111,13.47749112477408,6,MEDIUM
 Byängsgränd | Träd 9, Byängsgränd,Träd 9,59.28772719444444,18.053939859722224,8.996538990675296,6,HIGH
Alingsåsvägen 35/Tidaholmsplan 27 | Träd 1,Alingsåsvägen 35/Tidaholmsplan 27,Träd 1,59.293635977777775,18.103120526388892,21.67283613123008,6,LOW
Alingsåsvägen 38 | Träd 1,Alingsåsvägen 38,Träd 1,59.293592876388885,18.103329875,7.842588866392996,4,HIGH
Alsnögatan | Träd 1,Alsnögatan,Träd 1,59.31225185277778,18.101311900000002,85.13302418086778,4,LOW
Alviksvägen 132 | Träd 1,Alviksvägen 132,Träd 1,59.3202469,17.96991829972222,8.455514374594063,15,HIGH
Alviksvägen 155 | Träd 1,Alviksvägen 155,Träd 1,59.3184892,17.96578979972222,15.567743509884282,15,MEDIUM
Alviksvägen 172 | Träd 1,Alviksvägen 172,Träd 1,59.317525799722226,17.961769099999998,11.411005106117162,23,MEDIUM
Atlasmuren 3/Vörlundavägen | Träd 1,Atlasmuren 3/Vörlundavägen,Träd 1,59.33763989972223,18.038171972222223,18.570317630605885,11,MEDIUM
Ballonggatan | Träd 1,Ballonggatan,Träd 1,59.267255391666666,18.132752852777777,20.034959808078753,4,LOW
Ballonggatan | Träd 2,Ballonggatan,Träd 2,59.26736641944444,18.132438586111114,27.539653771024337,4,LOW
Ballonggatan | Träd 3,Ballonggatan,Träd 3,59.26738668333333,18.132477323611113,17.600623947793732,4,MEDIUM
Ballonggatan | Träd 4,Ballonggatan,Träd 4,59.267452490277776,18.13224400416667,17.34401429207452,4,MEDIUM
Bastugatan 12B | Träd 1,Bastugatan 12B,Träd 1,59.32054300972223,18.065551609722224,23.006273375701497,4,LOW
Bergslagsvägen  178 | Klätterväxter 12 st - 200 liter,Bergslagsvägen  178,Klätterväxter 12 st - 200 liter,59.342477,17.90803779972222,227.39966374313337,13,LOW
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 1,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 1,59.342292549861114,17.90871214986111,8.684478588603735,24,HIGH
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 2,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 2,59.34223964986111,17.909041199722218,10.240830346829977,24,MEDIUM
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 3,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 3,59.342211599722226,17.909357099999998,12.447206572995201,23,MEDIUM
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 4,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 4,59.342196049722226,17.910065599999996,13.061241954041131,24,MEDIUM
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 5,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 5,59.34224689986111,17.911468149999997,14.337047536566851,24,MEDIUM
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 6,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 6,59.34226924986112,17.911842399722218,69.13999687434561,24,LOW
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 7,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 7,59.34244124986111,17.916581049722218,12.208722241488424,24,MEDIUM
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 8,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 8,59.3424671,17.917300399722222,51.81253151959634,24,LOW
Bergslagsvägen 122-172 Åkeshov-Ängby | Träd 9,Bergslagsvägen 122-172 Åkeshov-Ängby,Träd 9,59.34250534986111,17.918035849722223,44.1148690689654,24,LOW
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 1,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 1,59.342407299722225,17.924626850000003,11.898598487045259,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 10,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 10,59.3417169,17.9286023,10.917254241051326,11,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 11,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 11,59.341649799861116,17.928879299861112,7.043147534141656,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 12,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 12,59.341597399722225,17.929165099722223,10.412353206350382,11,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 13,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 13,59.341519599722226,17.92964919986111,8.181595444072675,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 14,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 14,59.34145419986112,17.929983049722225,15.639957952938348,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 15,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 15,59.3414027,17.9302448,8.117617627297982,11,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 16,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 16,59.34134824986111,17.930585399861112,11.44530271031263,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 17,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 17,59.3412955,17.9308817,15.227561214209354,11,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 18,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 18,59.34121684972223,17.93127654986111,11.079720793762023,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 19,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 19,59.341162699722226,17.931562049861114,28.861419690981887,8,LOW
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 2,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 2,59.342352700000006,17.9249508,10.781288052706754,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 20,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 20,59.341092199722226,17.9319199,29.94890887378277,11,LOW
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 21,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 21,59.341014649722226,17.932270899861113,13.017965237077755,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 22,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 22,59.3409775,17.932577999722223,8.105189686498203,11,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 23,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 23,59.340927299861114,17.93292589972222,11.185695702190175,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 24,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 24,59.340815500000005,17.933277149861112,15.96530268966804,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 25,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 25,59.34078099972223,17.9335607,15.152352313862119,11,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 26,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 26,59.34065414986111,17.93422984972222,22.727908351037716,8,LOW
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 27,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 27,59.340584499722226,17.934540599722222,23.707523923247564,11,LOW
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 28,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 28,59.34053014972223,17.934884499722223,9.70030041560831,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 29,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 29,59.34045235000001,17.93522659986111,17.679926120005852,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 3,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 3,59.34220464986112,17.925972349861112,7.641305052765215,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 30,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 30,59.3403968,17.935468199722223,9.16096622379937,11,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 31,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 31,59.34033744986111,17.9358554,11.520056623215238,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 32,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 32,59.3402861,17.9361351,19.174957912615604,11,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 33,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 33,59.34022769986112,17.936488500000003,8.609310172045106,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 34,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 34,59.34016699986111,17.936852299861112,14.87560317666982,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 35,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 35,59.3401051,17.9371785,21.484133824981054,11,LOW
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 4,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 4,59.34215569986111,17.92626799986111,7.974467483409207,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 5,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 5,59.34209549972223,17.926583199722224,7.053938963823302,11,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 6,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 6,59.342020950000006,17.92692649972222,16.938069707063654,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 7,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 7,59.34197184986111,17.92724974986111,9.182703295879161,8,HIGH
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 8,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 8,59.34184544972223,17.92793374986111,15.797145970772965,8,MEDIUM
Bergslagsvägen 3-55 Åkeshov-Brommaplan | Träd 9,Bergslagsvägen 3-55 Åkeshov-Brommaplan,Träd 9,59.34177774986111,17.92826349986111,7.070574958204555,8,HIGH
Bergslagsvägen 3/ Brommaplan | Träd 1,Bergslagsvägen 3/ Brommaplan,Träd 1,59.340040549722225,17.937485849861112,11.971035158556713,16,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 1,Bergslagsvägen Ängby-Åkeshov,Träd 1,59.342150099722225,17.908179699999998,8.30875302279477,7,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 10,Bergslagsvägen Ängby-Åkeshov,Träd 10,59.34201744986112,17.911542249861107,7.885951212988423,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 11,Bergslagsvägen Ängby-Åkeshov,Träd 11,59.3420379,17.91190264986111,8.071949513113559,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 12,Bergslagsvägen Ängby-Åkeshov,Träd 12,59.34204379972223,17.912216299999997,17.456439908029534,7,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 13,Bergslagsvägen Ängby-Åkeshov,Träd 13,59.342053299861114,17.91261395,13.720136155995496,8,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 14,Bergslagsvägen Ängby-Åkeshov,Träd 14,59.3420695,17.912937999999997,7.412058041867842,9,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 15,Bergslagsvägen Ängby-Åkeshov,Träd 15,59.3420927,17.913681399999998,14.686160102209222,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 16,Bergslagsvägen Ängby-Åkeshov,Träd 16,59.342114799722225,17.91401349972222,11.96820631679867,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 17,Bergslagsvägen Ängby-Åkeshov,Träd 17,59.3421693,17.915252499999998,6.053311434978229,9,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 18,Bergslagsvägen Ängby-Åkeshov,Träd 18,59.3422063,17.91562289972222,28.627412294783195,9,LOW
Bergslagsvägen Ängby-Åkeshov | Träd 19,Bergslagsvägen Ängby-Åkeshov,Träd 19,59.3421942,17.91594299972222,16.6520395889715,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 2,Bergslagsvägen Ängby-Åkeshov,Träd 2,59.3420747,17.908574199999997,6.6344444100267275,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 20,Bergslagsvägen Ängby-Åkeshov,Träd 20,59.3422251,17.91631879972222,7.695551310024278,9,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 21,Bergslagsvägen Ängby-Åkeshov,Träd 21,59.3422272,17.9166755,20.148889450371467,9,LOW
Bergslagsvägen Ängby-Åkeshov | Träd 22,Bergslagsvägen Ängby-Åkeshov,Träd 22,59.342245599722226,17.917048499722224,14.790175494748565,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 23,Bergslagsvägen Ängby-Åkeshov,Träd 23,59.34225359972223,17.917391999722224,14.823536617532529,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 24,Bergslagsvägen Ängby-Åkeshov,Träd 24,59.3422756,17.917709999722224,9.673312340339852,9,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 25,Bergslagsvägen Ängby-Åkeshov,Träd 25,59.342296099722226,17.918081499722224,10.256588038301802,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 26,Bergslagsvägen Ängby-Åkeshov,Träd 26,59.342294199722225,17.918475099722222,11.252171442363856,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 27,Bergslagsvägen Ängby-Åkeshov,Träd 27,59.3423219,17.9191775,12.83283995653381,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 28,Bergslagsvägen Ängby-Åkeshov,Träd 28,59.342344699722226,17.9195449,6.4937969116530505,9,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 29,Bergslagsvägen Ängby-Åkeshov,Träd 29,59.342374399722225,17.9199303,10.597678701336065,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 3,Bergslagsvägen Ängby-Åkeshov,Träd 3,59.342009950000005,17.908949149861108,9.78601625368952,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 30,Bergslagsvägen Ängby-Åkeshov,Träd 30,59.3423554,17.920216299722224,44.365370709697736,9,LOW
Bergslagsvägen Ängby-Åkeshov | Träd 31,Bergslagsvägen Ängby-Åkeshov,Träd 31,59.34237579972223,17.920608,12.09487979734344,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 32,Bergslagsvägen Ängby-Åkeshov,Träd 32,59.342396399722226,17.920945199722222,12.115806011602789,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 33,Bergslagsvägen Ängby-Åkeshov,Träd 33,59.342418799722225,17.921673699722223,12.212695799717013,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 34,Bergslagsvägen Ängby-Åkeshov,Träd 34,59.3424332,17.9223542,10.506722162347545,9,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 4,Bergslagsvägen Ängby-Åkeshov,Träd 4,59.341970099861115,17.90936325,7.123284115168317,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 5,Bergslagsvägen Ängby-Åkeshov,Träd 5,59.34195405,17.90968299972222,7.654656641752009,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 6,Bergslagsvägen Ängby-Åkeshov,Träd 6,59.34196299986111,17.910117449999998,8.319881039556146,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 7,Bergslagsvägen Ängby-Åkeshov,Träd 7,59.341975499861114,17.910485299999998,5.344831858939438,8,HIGH
Bergslagsvägen Ängby-Åkeshov | Träd 8,Bergslagsvägen Ängby-Åkeshov,Träd 8,59.34198484986111,17.91080254986111,13.115455887501378,8,MEDIUM
Bergslagsvägen Ängby-Åkeshov | Träd 9,Bergslagsvägen Ängby-Åkeshov,Träd 9,59.34200975,17.91118589986111,11.57439330461788,8,MEDIUM
Bergsunds strand 17A | Planteringsyta 1,Bergsunds strand 17A,Planteringsyta 1,59.3163669,18.02688017222222,28.963027137486133,7,LOW
Bergsunds strand 17A | Planteringsyta 2,Bergsunds strand 17A,Planteringsyta 2,59.31622955555555,18.026978238888887,23.409602575097544,7,LOW
Bergsunds strand 17A | Träd 1,Bergsunds strand 17A,Träd 1,59.316367656944436,18.02688269722222,23.71921088220479,4,LOW
Bergsunds strand 17A | Träd 2,Bergsunds strand 17A,Träd 2,59.31621903472222,18.02703638611111,11.634316753824859,4,MEDIUM
Bergsunds strand 17A | Träd 3,Bergsunds strand 17A,Träd 3,59.31625207361111,18.027025758333334,5.220014443538575,4,HIGH
Bergsunds strand 17A | Träd 4,Bergsunds strand 17A,Träd 4,59.31628893888889,18.02705509722222,12.157047389886172,4,MEDIUM
Birger Jarls gatan 84 - System Bolaget | Träd 1,Birger Jarls gatan 84 - System Bolaget,Träd 1,59.34488248611112,18.06313748611111,7.344827854264115,2,HIGH
Birger Jarls gatan 84 - System Bolaget | Träd 2,Birger Jarls gatan 84 - System Bolaget,Träd 2,59.34487148611112,18.063221972222223,6.1063725994286076,2,HIGH
Birger Jarls gatan 84 - System Bolaget | Träd 3,Birger Jarls gatan 84 - System Bolaget,Träd 3,59.344865,18.06331748611111,6.663756607070088,2,HIGH
Birger Jarls gatan 84 - System Bolaget | Träd 4,Birger Jarls gatan 84 - System Bolaget,Träd 4,59.3448935,18.063469972222222,9.187611455885694,2,HIGH
Birger Jarls gatan 84 - System Bolaget | Träd 5,Birger Jarls gatan 84 - System Bolaget,Träd 5,59.344901500000006,18.063558972222225,11.432931726790619,2,MEDIUM
Birger Jarlsgatan 18. Stureplan 2 | Träd 1,Birger Jarlsgatan 18. Stureplan 2,Träd 1,59.335467972222226,18.07329247222222,69.68734929399962,18,LOW
Birger Jarlsgatan 18. Stureplan 2 | Träd 2,Birger Jarlsgatan 18. Stureplan 2,Träd 2,59.33556446930556,18.073118472222223,112.53099532030423,18,LOW
Birger Jarlsgatan 21 | Träd 1,Birger Jarlsgatan 21,Träd 1,59.336286972222226,18.072026738888887,59.46762252608475,21,LOW
Birger Jarlsgatan/ Karlavägen | Träd 1,Birger Jarlsgatan/ Karlavägen,Träd 1,59.34512174583334,18.063454472222222,37.867843007339346,20,LOW
Birkagatan 1-7 | Träd1,Birkagatan 1-7,Träd1,59.33966929444445,18.033903006944445,41.676247778557574,10,LOW
Bjurholmsplan | Träd1,Bjurholmsplan,Träd1,59.30917219861111,18.080496856944443,40.71288336200105,6,LOW
Bjurholmsplan | Träd10,Bjurholmsplan,Träd10,59.30956363333333,18.081012722222223,46.50584629107962,7,LOW
Bjurholmsplan | Träd11,Bjurholmsplan,Träd11,59.30949435416666,18.08111532361111,62.192861471160704,6,LOW
Bjurholmsplan | Träd12,Bjurholmsplan,Träd12,59.30945949583333,18.081209093055556,63.6749276819981,6,LOW
Bjurholmsplan | Träd13,Bjurholmsplan,Träd13,59.30937970555556,18.081198125,45.45557379408802,6,LOW
Bjurholmsplan | Träd2,Bjurholmsplan,Träd2,59.30910608472222,18.08045991111111,71.61726020796459,6,LOW
Bjurholmsplan | Träd3,Bjurholmsplan,Träd3,59.30937738055555,18.080446593055555,61.39288344497808,6,LOW
Bjurholmsplan | Träd4,Bjurholmsplan,Träd4,59.30942660416666,18.080379215277777,46.18744216989033,6,LOW
Bjurholmsplan | Träd5,Bjurholmsplan,Träd5,59.30947890694444,18.080326105555557,49.08238125866024,6,LOW
Bjurholmsplan | Träd6,Bjurholmsplan,Träd6,59.30948469027778,18.080323354166666,38.75967252848872,6,LOW
Bjurholmsplan | Träd7,Bjurholmsplan,Träd7,59.309510886111106,18.08066886111111,61.382164837562854,6,LOW
Bjurholmsplan | Träd8,Bjurholmsplan,Träd8,59.30962800555555,18.08093009583333,29.284618048421752,6,LOW
Bjurholmsplan | Träd9,Bjurholmsplan,Träd9,59.30961141805555,18.081124479166668,47.419696058568036,6,LOW
Björkhagen | Tree 1,Björkhagen,Tree 1,59.29019202083333,18.11588716111111,40.21377790536129,6,LOW
Björkhagen | Tree 2,Björkhagen,Tree 2,59.29014029722222,18.115430833333335,39.4549075349551,6,LOW
Björns trädgård | Träd1,Björns trädgård,Träd1,59.315445520833336,18.073694500000002,75.1961972040168,6,LOW
Björns trädgård | Träd2,Björns trädgård,Träd2,59.31547519861111,18.07371737638889,26.470911787112858,6,LOW
Björns trädgård | Träd3,Björns trädgård,Träd3,59.3155023625,18.073677169444444,9.90928381604084,6,HIGH
Björns trädgård | Träd4,Björns trädgård,Träd4,59.315485781944446,18.073691947222223,75.42567331735516,6,LOW
Blekingegatan 41 | Träd1,Blekingegatan 41,Träd1,59.31049563333333,18.07454322222222,37.07327120541855,6,LOW
Blekingegatan 41 | Träd2,Blekingegatan 41,Träd2,59.3103889625,18.07476936388889,21.946745252935553,6,LOW
Blekingegatan 41 | Träd3,Blekingegatan 41,Träd3,59.31016655,18.072897119444445,82.59980357741743,6,LOW
Bobergsgatan 18 | Träd 1,Bobergsgatan 18,Träd 1,59.354628000000005,18.086794972222222,76.20784716010132,16,LOW
Bobergsgatan 49-69 | Tree 1,Bobergsgatan 49-69,Tree 1,59.35875998611111,18.09275898611111,58.57849976555702,6,LOW
Bobergsgatan 49-69 | Tree 10,Bobergsgatan 49-69,Tree 10,59.358391,18.090981,55.19959427306951,6,LOW
Bobergsgatan 49-69 | Tree 11,Bobergsgatan 49-69,Tree 11,59.358316486111114,18.090716,30.329664832271753,6,LOW
Bobergsgatan 49-69 | Tree 12,Bobergsgatan 49-69,Tree 12,59.35830447222223,18.090601972222224,15.235619461261996,6,MEDIUM
Bobergsgatan 49-69 | Tree 2,Bobergsgatan 49-69,Tree 2,59.35885097222223,18.092524972222222,26.525881307304335,6,LOW
Bobergsgatan 49-69 | Tree 3,Bobergsgatan 49-69,Tree 3,59.3588805,18.09221948611111,26.219556007390594,6,LOW
Bobergsgatan 49-69 | Tree 4,Bobergsgatan 49-69,Tree 4,59.3587885,18.09216198611111,61.50831204500034,6,LOW
Bobergsgatan 49-69 | Tree 5,Bobergsgatan 49-69,Tree 5,59.35873998611112,18.09181047222222,46.583923884064,6,LOW
Bobergsgatan 49-69 | Tree 6,Bobergsgatan 49-69,Tree 6,59.35875898611111,18.091721972222224,88.61878020556573,6,LOW
Bobergsgatan 49-69 | Tree 7,Bobergsgatan 49-69,Tree 7,59.35855748611111,18.09161398611111,35.64796949770735,6,LOW
Bobergsgatan 49-69 | Tree 8,Bobergsgatan 49-69,Tree 8,59.35860998611111,18.09136148611111,24.375413676172062,6,LOW
Bobergsgatan 49-69 | Tree 9,Bobergsgatan 49-69,Tree 9,59.358489472222224,18.091278499999998,49.915308872607405,6,LOW
"Bredängsvägen 31 | Blomsteräng 10, klipp ej (800 L)",Bredängsvägen 31,"Blomsteräng 10, klipp ej (800 L)",59.29091569972222,17.946843033194448,70.46741008519228,34,LOW
"Bredängsvägen 31 | Blomsteräng 13, klipp ej (1000 L)",Bredängsvägen 31,"Blomsteräng 13, klipp ej (1000 L)",59.290807199999996,17.9469935,8407.465021211916,21,LOW
"Bredängsvägen 31 | Blomsteräng 9, klipp ej (1400 L)",Bredängsvägen 31,"Blomsteräng 9, klipp ej (1400 L)",59.291004199861106,17.946817633333332,86.55801128970387,34,LOW
Bredängsvägen 31 | Gräsyta 11 (2200 L),Bredängsvägen 31,Gräsyta 11 (2200 L),59.290476749861114,17.946862299722223,95.05580731637353,34,LOW
Bredängsvägen 31 | Gräsyta 12 (2900 L),Bredängsvägen 31,Gräsyta 12 (2900 L),59.29054529972222,17.94694929986111,271.70386631135045,34,LOW
Bredängsvägen 31 | Gräsyta 3 (100 L),Bredängsvägen 31,Gräsyta 3 (100 L),59.29097083333333,17.946445149861113,30.393966763852966,32,LOW
Bredängsvägen 31 | Träd 1,Bredängsvägen 31,Träd 1,59.29090314986111,17.94682012222222,224.27227055966267,34,LOW
Bredängsvägen 31 | Träd 2,Bredängsvägen 31,Träd 2,59.29097688888889,17.94689938875,98.52514519666556,34,LOW
Bredängsvägen 31 | Träd 3,Bredängsvägen 31,Träd 3,59.29100105,17.946854166666668,65.1387272401111,34,LOW
Bredängsvägen 31 | Träd 4,Bredängsvägen 31,Träd 4,59.29097559986111,17.9468189,85.14368612091239,34,LOW
Bromma Blocks | Ängsyta 10 (118 m²),Bromma Blocks,Ängsyta 10 (118 m²),59.3525034,17.956192699722223,4327.289729353562,21,LOW
Bromma Blocks | Ängsyta 11 (215 m²),Bromma Blocks,Ängsyta 11 (215 m²),59.3523392,17.9562482,4323.353316482549,21,LOW
Bromma Blocks | Ängsyta 12 (349 m²),Bromma Blocks,Ängsyta 12 (349 m²),59.35260889972222,17.955980099999998,4324.97230161728,21,LOW
Bromma Blocks | Ängsyta 13 (57 m²),Bromma Blocks,Ängsyta 13 (57 m²),59.352618749861115,17.95620034972222,4316.612554695764,20,LOW
Bromma Blocks | Ängsyta 7 (212 m²),Bromma Blocks,Ängsyta 7 (212 m²),59.35215724986111,17.95652069986111,4315.081963669981,20,LOW
Bromma Blocks | Ängsyta 8 (94 m²),Bromma Blocks,Ängsyta 8 (94 m²),59.3521944,17.956381,4327.992561841401,21,LOW
Brunskogsbacken | Träd 1,Brunskogsbacken,Träd 1,59.23406785833333,18.101747811111114,7.435566618418665,2,HIGH
Brännkyrka kyrka | Träd 1,Brännkyrka kyrka,Träd 1,59.28180170555555,18.02051500972222,15.651179790509959,4,MEDIUM
Brännkyrkagatan 14A | Träd 1,Brännkyrkagatan 14A,Träd 1,59.31994334722222,18.066167079166668,96.12775142630075,4,LOW
Brålunden 2 | Gräs yta 1,Brålunden 2,Gräs yta 1,59.33146314430556,17.929402949861114,48.907368961376626,34,LOW
